customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST302,Male,No,Yes,No,54,Yes,Yes,No,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card,57.785388835111874,2923.5992824670448,Yes
CUST303,Male,No,No,Yes,21,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,59.56744040512061,993.6368169905766,No
CUST304,Male,No,No,No,50,No,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer,51.67257184590596,2894.4735293187505,No
CUST305,Male,No,Yes,Yes,39,Yes,No internet service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,55.97526508866178,2086.089958464009,Yes
CUST306,Male,No,Yes,No,20,No,Yes,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,62.000190984404654,1190.356780977338,No
CUST307,Female,No,No,No,7,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Bank transfer,61.27780970488073,494.2025696403721,No
CUST308,Female,No,No,No,9,No,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,60.37926128677202,585.0526626760213,Yes
CUST309,Male,No,No,No,1,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Bank transfer,83.48195881932456,189.71055550814728,Yes
CUST310,Female,No,No,No,26,Yes,No,No,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,95.05395732688393,2583.91846016064,Yes
CUST311,Female,No,Yes,No,38,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,39.36295685240855,1322.6978254442456,No
CUST312,Female,No,Yes,No,38,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,94.58922866939531,3746.704370780837,Yes
CUST313,Female,Yes,No,No,61,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,Yes,Two year,No,Bank transfer,78.48930848982195,4849.1330023942155,No
CUST314,Male,No,No,Yes,44,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,47.13842798790036,2119.452709198842,No
CUST315,Male,No,No,Yes,44,Yes,No,DSL,Yes,Yes,No,Yes,No,No internet service,One year,No,Bank transfer,58.40232229679634,2620.404358380031,No
CUST316,Male,No,No,No,62,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer,70.67975639425092,4114.270173714134,No
CUST317,Female,No,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,31.899662118554915,166.20721394391666,Yes
CUST318,Female,Yes,Yes,No,17,Yes,No internet service,No,Yes,No internet service,No,Yes,No,No,Two year,No,Credit card,63.265111055093364,959.5178402828155,No
CUST319,Female,No,Yes,Yes,51,Yes,Yes,DSL,No internet service,No,No,No,No,No,Two year,No,Mailed check,75.5109136038017,3717.7829705940453,No
CUST320,Female,Yes,No,Yes,38,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card,50.11257680390836,1845.7326064666322,No
CUST321,Male,No,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card,35.40289313961552,948.7236934445118,Yes
CUST322,Male,Yes,Yes,No,51,Yes,No,No,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,68.97287102774803,3552.0796157598847,Yes
CUST323,Male,No,Yes,Yes,10,Yes,No internet service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,109.16500857993682,1144.1470455299618,Yes
CUST324,Female,No,No,No,21,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,No,Mailed check,50.73535978750891,1011.8826198794354,No
CUST325,Male,No,No,Yes,70,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,51.25909868089383,3633.2926411654958,No
CUST326,Male,No,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,60.99012469287047,3452.5511536527247,Yes
CUST327,Male,No,No,No,39,Yes,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,96.39455078482153,3873.282311293582,Yes
CUST328,Male,No,No,Yes,33,Yes,No internet service,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,31.9519082921446,1137.8921189566652,No
CUST329,Female,No,No,Yes,59,Yes,Yes,No,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,80.39648262541213,4762.570589626574,No
CUST330,Female,No,Yes,No,18,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card,55.58133604347321,904.308858706483,Yes
CUST331,Female,No,Yes,Yes,56,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,57.305999822849,3241.894778618398,Yes
CUST332,Male,No,No,No,57,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer,44.796665607675166,2582.5042640444485,Yes
CUST333,Female,No,No,No,48,Yes,No internet service,DSL,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Bank transfer,60.02057683097677,2895.3077663355384,No
CUST334,Female,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,45.374024734894995,1848.6054712892155,No
CUST335,Female,No,Yes,No,27,No,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,54.15361828630265,1383.6026560008015,No
CUST336,Female,No,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No,Two year,Yes,Bank transfer,18.0,974.68444796731,No
CUST337,Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,30.32175206046051,1170.5902263874318,Yes
CUST338,Male,No,Yes,No,32,Yes,Yes,No,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,71.73445963193,2265.2902751899746,Yes
CUST339,Female,No,Yes,No,26,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,90.24453507850686,2416.7820643441787,Yes
CUST340,Female,No,No,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer,120.0,3052.978564711242,No
CUST341,Female,No,No,Yes,23,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,Two year,No,Electronic check,83.49107315146604,1781.422605238808,No
CUST342,Female,No,No,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.706051773675256,3154.067915740719,No
CUST343,Female,No,No,No,52,Yes,No internet service,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,25.32737054207236,1560.8490364313827,No
CUST344,Female,No,No,No,31,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,75.79532860648308,2430.726648728694,Yes
CUST345,Female,Yes,Yes,No,64,No,Yes,No,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,35.94949107375439,2267.816839254156,No
CUST346,Male,No,Yes,No,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer,48.85645097574994,3625.7073762260543,Yes
CUST347,Male,No,Yes,Yes,33,Yes,No,No,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,82.72054774022772,2993.680639974205,No
CUST348,Female,No,No,No,2,Yes,No,No,No,No internet service,No internet service,No,Yes,Yes,One year,No,Mailed check,70.88410039859217,245.37098254974927,No
CUST349,Female,No,Yes,No,18,Yes,No internet service,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,46.41870118212748,627.7497824822476,Yes
CUST350,Male,No,Yes,No,47,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,30.87201179057103,1525.0021236054697,No
CUST351,Female,Yes,No,No,33,Yes,Yes,No,Yes,No internet service,No,No,No internet service,Yes,Two year,No,Mailed check,69.24486975892292,2446.935216785276,No
CUST352,Male,No,Yes,Yes,35,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.71393164309484,2262.314995955946,Yes
CUST353,Male,No,No,Yes,51,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card,95.07723372215008,4961.392780787765,Yes
CUST354,Female,Yes,No,No,18,Yes,No,DSL,No,No,No,No internet service,Yes,No,One year,No,Electronic check,18.0,299.62539164729986,No
CUST355,Female,No,Yes,No,30,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,One year,Yes,Bank transfer,67.36435742597514,2178.783338202116,No
CUST356,Male,No,No,Yes,44,Yes,No,No,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Credit card,83.33536541448746,3658.2173544219604,Yes
CUST357,Female,No,No,Yes,53,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,56.59508148257527,3040.7264048225297,Yes
CUST358,Male,No,Yes,No,10,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card,33.066803969523775,373.8671564257188,Yes
CUST359,Male,Yes,Yes,No,52,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,46.50421298789065,2503.9123579310244,Yes
CUST360,Male,Yes,No,No,49,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,One year,No,Mailed check,65.74830621426928,3275.319489986115,No
CUST361,Female,No,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.25998888218457,499.9682217906866,Yes
CUST362,Male,No,No,No,66,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,71.07775518571651,4659.556899022037,No
CUST363,Female,No,Yes,No,58,Yes,No,No,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,90.58705352732179,5253.259450187102,No
CUST364,Male,No,No,No,36,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,57.013472332405854,2200.127930682031,No
CUST365,Male,Yes,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,89.39451745841859,3008.138128652138,Yes
CUST366,Female,No,Yes,Yes,47,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card,62.686931340291984,2867.3749391189467,No
CUST367,Male,No,Yes,No,13,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,71.77858769599355,822.758201796559,No
CUST368,Male,No,No,No,40,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.65791887821543,2584.8864214279934,No
CUST369,Female,No,Yes,No,68,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Two year,No,Mailed check,72.29657577884329,4859.188298856087,Yes
CUST370,Female,No,Yes,No,42,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,75.774818513519,3272.9256808546106,No
CUST371,Female,No,No,Yes,19,Yes,No internet service,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer,77.83621512000462,1472.193740051245,Yes
CUST372,Female,No,No,No,19,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,65.064886881564,1411.4455594994522,No
CUST373,Female,No,Yes,No,58,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,18.0,955.5580949057686,Yes
CUST374,Male,Yes,No,Yes,23,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,No,Bank transfer,76.9107664439987,1941.5992017027734,No
CUST375,Female,No,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,One year,No,Credit card,25.59422767895672,1500.1054675311705,No
CUST376,Female,No,No,Yes,65,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.862294765657744,3383.201562594313,Yes
CUST377,Male,No,No,No,12,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,18.0,110.60006410635177,No
CUST378,Female,No,No,No,24,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,98.97106412134443,2606.6281056911644,Yes
CUST379,Male,No,No,No,34,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No,One year,No,Electronic check,73.34606923007235,2385.4509187737135,No
CUST380,Female,No,No,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,58.48376435020533,3136.4054466499774,Yes
CUST381,Female,No,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,Yes,Mailed check,93.37808138950368,788.4674744041702,No
CUST382,Male,No,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,One year,No,Credit card,75.64057672234709,1362.730914491993,No
CUST383,Male,No,Yes,No,57,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,67.49181515884135,3940.7946767782905,No
CUST384,Male,No,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,72.90288666313813,252.8459483848911,Yes
CUST385,Male,Yes,Yes,Yes,26,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,57.35877025290563,1723.2958536608412,No
CUST386,Male,No,No,Yes,30,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,40.20631128263976,1107.2471120631442,No
CUST387,Female,No,Yes,No,54,Yes,No,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,84.21783350030921,4530.491002934769,Yes
CUST388,Female,No,No,No,13,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,63.58061060307907,653.9667094325522,Yes
CUST389,Male,No,Yes,No,29,No,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,29.817556097719596,990.2426995355772,Yes
CUST390,Male,No,Yes,Yes,3,Yes,No internet service,DSL,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer,75.14753765526842,452.01591842330765,Yes
CUST391,Male,No,Yes,No,58,Yes,No internet service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,65.81713442627637,4058.370829060522,Yes
CUST392,Female,Yes,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,98.99639275904727,334.15930977639823,Yes
CUST393,Female,No,Yes,Yes,28,Yes,No,DSL,No,No internet service,No,No,Yes,No,Two year,No,Electronic check,70.37064637857439,1925.841049365498,No
CUST394,Male,No,No,No,2,Yes,No,DSL,No,No,No,No internet service,No,No,One year,Yes,Electronic check,41.37887448740468,82.96408118161301,No
CUST395,Female,No,No,No,7,Yes,No,No,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,29.196952676066317,165.63013521646735,Yes
CUST396,Male,No,Yes,No,26,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,90.28589174230686,2201.85510282395,Yes
CUST397,Male,No,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,One year,No,Bank transfer,63.72751866295293,984.1826104640537,Yes
CUST398,Female,No,Yes,No,23,Yes,No internet service,DSL,No internet service,No internet service,Yes,No,No,Yes,Two year,No,Bank transfer,47.683914748162344,1205.7814168214654,No
CUST399,Male,No,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,50.60669661648854,1920.2297821890409,Yes
CUST400,Male,Yes,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card,90.96688192210709,5184.294483606094,No
CUST401,Female,No,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,74.43618198507468,2231.597425200544,Yes
CUST402,Male,No,Yes,Yes,15,Yes,No internet service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,86.94355100764591,1402.3394151001664,Yes
CUST403,Female,No,Yes,Yes,13,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,69.90429409408746,702.5713557576022,No
CUST404,Male,No,Yes,No,5,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,One year,No,Mailed check,48.26755300676241,184.69870431901188,No
CUST405,Female,No,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,100.7315424795747,5192.005577097462,No
CUST406,Male,No,Yes,No,41,Yes,No internet service,No,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,57.179005480418155,2375.2993444174836,No
CUST407,Female,No,Yes,No,53,Yes,No,DSL,No,No internet service,No,No,No internet service,No,One year,No,Credit card,81.08821941847154,4325.8282101065015,No
CUST408,Female,No,No,No,50,No,No internet service,Fiber optic,No,No,No internet service,No,No,Yes,One year,Yes,Electronic check,86.68430408282725,4382.241411042004,Yes
CUST409,Male,No,No,Yes,15,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,65.12532479830148,959.0383813099505,No
CUST410,Female,No,Yes,No,7,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,42.73553887045878,185.8052371692954,No
CUST411,Female,Yes,No,No,40,Yes,Yes,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,51.4368191390596,2165.6410163817504,Yes
CUST412,Male,No,Yes,No,28,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,78.54366286232852,1987.575694966759,Yes
CUST413,Male,No,Yes,Yes,32,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,75.67640140503804,2515.395707880768,Yes
CUST414,Male,No,No,No,15,Yes,No internet service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,91.01326733531207,1502.4901333746363,Yes
CUST415,Male,No,Yes,Yes,70,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Credit card,87.78588448946695,6425.421488745686,Yes
CUST416,Female,No,Yes,No,65,Yes,No,DSL,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,45.94057950123585,2895.634613324913,Yes
CUST417,Female,Yes,Yes,Yes,4,Yes,No,Fiber optic,No,No,No internet service,No,No,No,One year,No,Electronic check,93.87282950359186,308.2683763334507,No
CUST418,Female,No,No,Yes,11,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,44.47647384073077,495.64056814997105,No
CUST419,Male,No,No,No,26,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Two year,Yes,Credit card,76.89589413153215,1996.741561178378,Yes
CUST420,Male,No,No,No,61,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,113.42930265923616,7019.342244083145,No
CUST421,Male,No,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,One year,Yes,Electronic check,71.24969996394609,2698.9345927528166,Yes
CUST422,Male,No,No,No,23,Yes,No,DSL,No internet service,No internet service,Yes,No,No,Yes,One year,No,Credit card,29.424365401696335,634.5345433421614,No
CUST423,Female,No,Yes,Yes,40,Yes,No internet service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,58.48204764228252,2327.5116562037483,No
CUST424,Female,Yes,No,Yes,23,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,108.49675414126362,2607.423839407292,Yes
CUST425,Female,No,No,Yes,16,Yes,No internet service,DSL,No,Yes,No,No,No,No internet service,Two year,No,Electronic check,60.858063769267275,821.7855111126364,Yes
CUST426,Male,No,Yes,Yes,61,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card,91.53988066975819,5555.888863232108,Yes
CUST427,Female,No,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card,45.86752735784608,3185.5586566516436,Yes
CUST428,Male,No,No,No,31,Yes,No,DSL,Yes,No,No internet service,No,Yes,No internet service,Two year,No,Credit card,57.88645305503909,1666.4797961732406,No
CUST429,Female,No,No,Yes,53,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.68592044542779,2791.4384460460856,Yes
CUST430,Female,No,No,No,25,Yes,No internet service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,104.01828342547654,2774.046260057128,Yes
CUST431,Female,No,Yes,Yes,44,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Two year,Yes,Electronic check,58.88120292422302,2588.316144429498,Yes
CUST432,Male,No,Yes,No,12,Yes,No,No,Yes,Yes,No,No internet service,No,Yes,One year,No,Credit card,27.291156543518966,176.58584693898962,No
CUST433,Male,No,No,No,9,Yes,No internet service,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card,112.63964738817165,1124.207142891168,Yes
CUST434,Female,No,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,69.54934535761397,809.5951654550033,Yes
CUST435,Female,Yes,No,No,69,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,78.09327925463026,5264.2584819405365,Yes
CUST436,Male,No,Yes,Yes,54,Yes,Yes,No,No,No,No internet service,No,No internet service,No,Two year,Yes,Electronic check,32.86284107274315,1818.9608668522033,No
CUST437,Female,No,Yes,Yes,54,Yes,No internet service,Fiber optic,No,No internet service,No,Yes,No,No,Two year,No,Mailed check,70.15529106817104,3794.572099546578,No
CUST438,Male,No,No,Yes,28,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer,65.38193424624183,1757.1115011682832,No
CUST439,Male,Yes,Yes,Yes,56,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,45.674832246799426,2465.4370742574934,Yes
CUST440,Female,Yes,No,No,69,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,78.35912089842198,5283.642592680154,Yes
CUST441,Female,No,No,Yes,58,Yes,No internet service,Fiber optic,No,No,No,No internet service,No,No,One year,Yes,Electronic check,30.872496675969636,1878.8710634638655,No
CUST442,Male,Yes,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,One year,Yes,Credit card,45.53392216614446,1762.6219536526644,Yes
CUST443,Female,No,Yes,No,38,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,Two year,Yes,Credit card,89.23908105329633,3295.3842903677796,Yes
CUST444,Female,No,Yes,No,68,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card,50.48331391725084,3445.0038617370046,No
CUST445,Male,No,Yes,No,53,Yes,No internet service,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer,55.13284061882974,3097.1065472759265,Yes
CUST446,Male,No,No,No,33,Yes,No internet service,Fiber optic,No,Yes,Yes,No,No,No internet service,One year,No,Mailed check,66.80000565954647,2220.348185148084,No
CUST447,Male,No,Yes,No,71,Yes,No internet service,DSL,No internet service,No,Yes,No internet service,No,Yes,One year,Yes,Electronic check,57.56105470610858,4157.415673767143,No
CUST448,Male,Yes,No,No,56,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,78.81774257524769,4426.058664182828,Yes
CUST449,Female,No,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer,68.5195617801123,3603.2700749375736,No
CUST450,Female,No,No,No,43,Yes,Yes,No,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,34.86711755492493,1731.7935813086806,No
CUST451,Male,No,Yes,Yes,15,Yes,No internet service,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer,50.30251866719294,702.0107109614722,Yes
CUST452,Male,No,No,Yes,38,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,No,Credit card,48.13922947123851,1830.9756180680042,No
CUST453,Female,No,No,Yes,15,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,55.73183331002989,856.8008627865879,No
CUST454,Male,No,Yes,No,5,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.23953532161501,399.7748844901117,Yes
CUST455,Female,No,No,Yes,54,No,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer,71.12575301292793,3856.6804598845447,No
CUST456,Female,Yes,Yes,No,51,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Credit card,18.0,852.751066756089,No
CUST457,Female,No,No,Yes,10,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer,85.50118785250459,854.160375376335,Yes
CUST458,Female,No,No,No,12,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.18264638285201,1049.992437697995,Yes
CUST459,Female,No,No,Yes,4,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,No,Two year,No,Mailed check,42.59203776198385,208.0342037028123,No
CUST460,Female,No,No,Yes,18,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer,84.04640804661638,1283.542892558438,Yes
CUST461,Female,No,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer,22.88838337590144,776.5945240052005,No
CUST462,Male,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,33.48551474003571,838.7452840673734,Yes
CUST463,Male,Yes,Yes,Yes,36,Yes,Yes,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,No,Electronic check,107.58311724819856,3856.1232879875665,Yes
CUST464,Male,No,Yes,No,67,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card,67.92611949080425,4542.837401624906,Yes
CUST465,Male,Yes,No,Yes,9,No,No,DSL,No internet service,No internet service,No,No,No internet service,No,Two year,Yes,Bank transfer,50.25506659247953,486.6476411537887,No
CUST466,Female,Yes,Yes,No,61,No,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer,67.16996678526192,4158.401362238147,No
CUST467,Female,No,Yes,No,53,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,61.368610916137754,3283.596747283512,Yes
CUST468,Male,Yes,Yes,Yes,18,Yes,No,DSL,No,No,No internet service,No,No,No internet service,One year,No,Electronic check,65.71550970591571,1296.9541201269026,No
CUST469,Female,No,No,Yes,43,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card,74.78268974149073,3036.2137037404545,Yes
CUST470,Male,No,No,Yes,35,Yes,No internet service,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,61.03950202082598,2106.063704843739,No
